,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Name,green_100,green_90,green_80,green_70,green_60,green_50,green_40,green_30,green_20,green_10,green_0,uv_100,uv_90,uv_80,uv_70,uv_60,UV_50,uv_40,uv_30,uv_20,uv_10,uv_0
Date,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015,07/09/2015
Time,08:54am,08:54am,08:55am,08:57am,08:58am,08:59am,09:00am,09:01am,09:02am,09:04am,09:06am,09:08am,09:09am,09:09am,09:10am,09:11am,09:13am,09:14am,09:15am,09:17am,09:19am,09:20am
T_int [ms],4564,7968,8263,9653,10937,12166,14348,17708,21220,24683,28764,10105,11535,12819,14198,16307,19902,24007,26646,28978,29131,31228
532 nm,2.48886E-05,2.25685E-05,2.02429E-05,1.77830E-05,1.54621E-05,1.26909E-05,1.02063E-05,7.73228E-06,5.32218E-06,2.99868E-06,4.95282E-07,2.12592E-07,1.29846E-07,2.04353E-07,1.01911E-07,5.11091E-08,4.93456E-09,4.46650E-08,1.82272E-07,7.85247E-08,2.11986E-07,9.23994E-08
533 nm,2.52751E-05,2.31862E-05,2.03928E-05,1.81509E-05,1.52824E-05,1.28666E-05,1.05126E-05,7.74916E-06,5.52404E-06,2.58304E-06,3.18630E-07,1.08389E-07,0.00000E+00,2.39593E-07,3.87145E-08,5.58380E-08,1.74516E-07,9.56178E-08,2.09261E-07,2.60309E-07,2.37820E-07,2.13327E-07
534 nm,2.52889E-05,2.30558E-05,2.07374E-05,1.78398E-05,1.51553E-05,1.28592E-05,1.04849E-05,7.75635E-06,5.53228E-06,2.79702E-06,2.76735E-07,6.65474E-08,3.48846E-07,7.60886E-08,1.80109E-07,7.76041E-08,0.00000E+00,2.26039E-07,1.81011E-07,2.21157E-08,1.23589E-07,1.11394E-07
535 nm,2.56826E-05,2.31480E-05,2.02568E-05,1.80287E-05,1.54070E-05,1.30989E-05,1.06195E-05,8.01877E-06,5.29711E-06,2.86545E-06,4.09811E-07,2.51673E-07,4.08936E-10,3.87795E-07,1.86505E-07,1.52473E-07,4.02015E-07,3.61649E-07,1.57738E-07,2.80146E-07,1.53329E-07,1.90123E-07
536 nm,2.55156E-05,2.31920E-05,2.06388E-05,1.81241E-05,1.56720E-05,1.31517E-05,1.06352E-05,8.01961E-06,5.35006E-06,3.07536E-06,5.51648E-07,2.60844E-07,1.03971E-07,5.30150E-07,1.62819E-07,2.64903E-07,1.70000E-07,1.28223E-07,3.52978E-07,2.09033E-07,3.05350E-07,1.81225E-07
537 nm,2.59762E-05,2.37993E-05,2.12773E-05,1.81830E-05,1.60288E-05,1.33550E-05,1.07541E-05,8.22536E-06,5.77397E-06,3.39139E-06,6.29725E-07,3.99301E-07,3.03435E-07,4.66936E-07,6.46604E-07,4.47591E-07,4.40830E-07,4.95471E-07,3.95869E-07,4.02257E-07,4.03291E-07,3.61721E-07
538 nm,2.62898E-05,2.41106E-05,2.07945E-05,1.84226E-05,1.63425E-05,1.33986E-05,1.10690E-05,8.45264E-06,6.15447E-06,3.44222E-06,1.01566E-06,5.85283E-07,5.96459E-07,8.65088E-07,6.96122E-07,9.65025E-07,7.60492E-07,6.80814E-07,8.08008E-07,7.26948E-07,6.17568E-07,6.31912E-07
539 nm,2.65936E-05,2.46885E-05,2.20078E-05,1.89406E-05,1.67330E-05,1.42725E-05,1.16184E-05,9.21644E-06,6.58706E-06,4.13242E-06,1.59937E-06,9.96110E-07,1.22222E-06,1.36569E-06,9.85148E-07,1.15805E-06,1.25570E-06,1.20598E-06,1.35605E-06,1.22767E-06,1.26728E-06,1.02938E-06
540 nm,2.78658E-05,2.54689E-05,2.32854E-05,2.01061E-05,1.74433E-05,1.49820E-05,1.25210E-05,1.00204E-05,7.43518E-06,4.70861E-06,2.33641E-06,2.01316E-06,2.19365E-06,2.20166E-06,2.41824E-06,2.03591E-06,2.15487E-06,2.12888E-06,2.18577E-06,2.18097E-06,2.06463E-06,2.30458E-06
541 nm,2.92948E-05,2.63358E-05,2.40186E-05,2.14411E-05,1.88321E-05,1.60530E-05,1.37835E-05,1.09162E-05,8.52671E-06,5.87875E-06,3.61282E-06,3.32738E-06,3.23045E-06,2.98382E-06,3.03389E-06,3.16519E-06,3.12410E-06,3.19213E-06,3.09203E-06,3.25051E-06,3.18939E-06,2.95763E-06
542 nm,3.01331E-05,2.73119E-05,2.49661E-05,2.19808E-05,1.95690E-05,1.68635E-05,1.47408E-05,1.19202E-05,9.45571E-06,6.96142E-06,4.54299E-06,4.06167E-06,4.22475E-06,4.21312E-06,4.08347E-06,4.08902E-06,4.13441E-06,4.02381E-06,4.19056E-06,4.27822E-06,3.98833E-06,4.01720E-06
543 nm,3.04188E-05,2.80387E-05,2.57153E-05,2.32046E-05,2.04117E-05,1.75982E-05,1.52125E-05,1.27489E-05,1.02400E-05,7.54189E-06,5.03689E-06,4.80823E-06,4.62989E-06,5.00315E-06,4.71234E-06,4.89551E-06,4.70268E-06,4.68139E-06,4.73013E-06,4.84851E-06,4.75976E-06,4.75478E-06
544 nm,3.07802E-05,2.92522E-05,2.65725E-05,2.32992E-05,2.08737E-05,1.82339E-05,1.58281E-05,1.30748E-05,1.03947E-05,8.05732E-06,5.46949E-06,4.90826E-06,5.08936E-06,5.27001E-06,5.04757E-06,5.24364E-06,5.18961E-06,5.10529E-06,5.09121E-06,5.21671E-06,5.20425E-06,5.02095E-06
545 nm,3.06128E-05,2.80812E-05,2.58676E-05,2.31832E-05,2.03139E-05,1.77608E-05,1.53130E-05,1.27857E-05,1.02019E-05,7.79097E-06,5.22190E-06,5.17050E-06,4.90820E-06,4.85756E-06,5.15976E-06,4.91345E-06,4.96360E-06,5.13857E-06,4.97860E-06,4.91223E-06,4.93969E-06,4.91726E-06
546 nm,3.00897E-05,2.78060E-05,2.52454E-05,2.26139E-05,1.96064E-05,1.71285E-05,1.49193E-05,1.22788E-05,9.80902E-06,7.26227E-06,4.80396E-06,4.41313E-06,4.51564E-06,4.54575E-06,4.36703E-06,4.53226E-06,4.39702E-06,4.59680E-06,4.59691E-06,4.38436E-06,4.42749E-06,4.45234E-06
547 nm,2.94259E-05,2.70547E-05,2.47443E-05,2.13153E-05,1.88809E-05,1.64939E-05,1.41947E-05,1.13392E-05,9.00838E-06,6.50420E-06,3.89713E-06,3.75183E-06,3.73603E-06,3.60477E-06,3.39560E-06,3.72868E-06,3.87030E-06,3.50496E-06,3.72220E-06,3.46134E-06,3.59170E-06,3.55036E-06
548 nm,2.82231E-05,2.60084E-05,2.37683E-05,2.08900E-05,1.83713E-05,1.58819E-05,1.33201E-05,1.07894E-05,8.22189E-06,5.63205E-06,3.05974E-06,2.94803E-06,2.89872E-06,2.98276E-06,2.74043E-06,2.86315E-06,2.89738E-06,2.98338E-06,2.88260E-06,2.89696E-06,2.89740E-06,2.83641E-06
549 nm,2.74512E-05,2.58402E-05,2.31250E-05,2.02074E-05,1.77716E-05,1.51858E-05,1.25210E-05,1.01911E-05,7.69956E-06,5.10774E-06,2.49042E-06,2.63501E-06,2.31953E-06,2.33671E-06,2.27564E-06,2.22015E-06,2.19828E-06,2.27472E-06,2.45880E-06,2.07850E-06,2.43833E-06,2.35105E-06
550 nm,2.80383E-05,2.53376E-05,2.26360E-05,1.98492E-05,1.72723E-05,1.49409E-05,1.23299E-05,9.66639E-06,7.14426E-06,4.61888E-06,2.10926E-06,1.83413E-06,1.86894E-06,1.91406E-06,1.65284E-06,1.82675E-06,1.88967E-06,1.76569E-06,1.76112E-06,1.87107E-06,1.79737E-06,1.80531E-06
551 nm,2.68563E-05,2.46403E-05,2.21217E-05,1.91641E-05,1.66997E-05,1.43093E-05,1.15898E-05,9.30459E-06,6.94721E-06,4.29432E-06,1.84865E-06,1.41096E-06,1.41326E-06,1.58230E-06,1.41260E-06,1.24632E-06,1.40703E-06,1.43020E-06,1.36530E-06,1.46565E-06,1.36006E-06,1.50320E-06
552 nm,2.67323E-05,2.40135E-05,2.15828E-05,1.92644E-05,1.67398E-05,1.40069E-05,1.16086E-05,8.81321E-06,6.38818E-06,3.90153E-06,1.52972E-06,1.03402E-06,1.22351E-06,1.35710E-06,1.24751E-06,1.31761E-06,1.23199E-06,1.16288E-06,1.26145E-06,1.26234E-06,1.14043E-06,1.22003E-06
553 nm,2.66081E-05,2.36994E-05,2.13732E-05,1.82782E-05,1.65369E-05,1.37043E-05,1.15111E-05,8.81120E-06,6.19070E-06,3.72088E-06,1.05164E-06,1.20137E-06,9.25261E-07,1.03040E-06,7.67522E-07,9.04203E-07,7.76545E-07,9.90632E-07,9.30791E-07,8.41120E-07,9.39832E-07,9.11030E-07
554 nm,2.63753E-05,2.37276E-05,2.13691E-05,1.85400E-05,1.60812E-05,1.35430E-05,1.09613E-05,8.60300E-06,5.99800E-06,3.50675E-06,9.78716E-07,5.20325E-07,9.46334E-07,7.69322E-07,7.28372E-07,7.24214E-07,5.84976E-07,5.92518E-07,6.41177E-07,7.05187E-07,7.03027E-07,8.84858E-07
555 nm,2.60609E-05,2.35930E-05,2.12358E-05,1.82997E-05,1.59327E-05,1.32400E-05,1.08020E-05,8.16476E-06,5.79408E-06,3.13944E-06,8.24671E-07,5.58442E-07,5.95171E-07,4.92963E-07,5.12769E-07,5.21009E-07,5.16794E-07,5.53534E-07,5.51043E-07,7.02789E-07,5.12428E-07,5.18193E-07
556 nm,2.59126E-05,2.30997E-05,2.05993E-05,1.78101E-05,1.56870E-05,1.31726E-05,1.07242E-05,8.13907E-06,5.69095E-06,3.09545E-06,6.62201E-07,3.68191E-07,3.23717E-07,3.74879E-07,5.42246E-07,3.19423E-07,5.13757E-07,3.39863E-07,3.66441E-07,4.12287E-07,3.79373E-07,3.41227E-07
557 nm,2.53496E-05,2.31308E-05,2.07257E-05,1.77895E-05,1.57517E-05,1.31840E-05,1.05683E-05,7.98556E-06,5.31277E-06,2.73104E-06,4.52074E-07,2.75251E-07,3.34586E-07,3.68836E-08,4.09259E-07,3.78902E-07,3.57215E-07,2.57877E-07,3.86776E-07,3.58065E-07,2.66021E-07,7.45593E-08
558 nm,2.52160E-05,2.28147E-05,2.06741E-05,1.79441E-05,1.54542E-05,1.30702E-05,1.05177E-05,7.83933E-06,5.62379E-06,2.92964E-06,4.71630E-07,2.07151E-07,9.62462E-08,1.53090E-07,2.76573E-07,3.45183E-07,2.35220E-07,1.24238E-07,1.93186E-07,2.35489E-07,0.00000E+00,3.74865E-07
559 nm,2.50025E-05,2.32419E-05,2.02545E-05,1.79865E-05,1.53664E-05,1.30156E-05,1.07841E-05,7.84490E-06,5.55682E-06,2.84711E-06,4.09715E-07,1.86208E-07,1.75000E-07,3.03060E-07,2.42341E-07,5.35909E-08,5.45091E-08,1.47885E-07,2.44910E-07,1.81814E-07,1.26060E-07,1.56903E-07
560 nm,2.54420E-05,2.28833E-05,2.05566E-05,1.78787E-05,1.53905E-05,1.28325E-05,1.05164E-05,7.90471E-06,5.41838E-06,2.75415E-06,4.09882E-07,8.04830E-08,1.93848E-07,1.91482E-07,1.39578E-07,1.55680E-07,2.57008E-07,1.08011E-07,1.16805E-07,5.44994E-08,1.10637E-07,2.31311E-07
561 nm,2.51024E-05,2.27928E-05,2.03874E-05,1.79556E-05,1.53422E-05,1.28232E-05,1.03796E-05,7.91774E-06,5.39160E-06,2.86302E-06,4.13474E-07,8.61012E-08,1.73460E-07,1.05700E-07,6.07110E-08,4.51596E-08,2.78323E-07,5.87470E-08,1.28230E-07,1.91102E-07,1.22692E-08,1.19313E-07
562 nm,2.50503E-05,2.26122E-05,2.01101E-05,1.77804E-05,1.54338E-05,1.27673E-05,1.01869E-05,7.62146E-06,5.37414E-06,2.80714E-06,3.09773E-07,0.00000E+00,2.16574E-08,2.04871E-07,6.24953E-08,2.01212E-07,9.64540E-08,2.39719E-07,1.80839E-07,3.80107E-08,1.16894E-07,1.11251E-07
563 nm,2.50174E-05,2.22999E-05,2.01044E-05,1.76331E-05,1.51476E-05,1.24723E-05,1.02231E-05,7.76720E-06,5.47253E-06,2.74910E-06,3.45080E-07,1.20542E-08,3.48425E-08,1.37112E-07,1.64915E-07,1.08803E-07,2.47757E-07,6.32576E-08,0.00000E+00,9.15801E-08,1.12311E-07,1.57501E-07
564 nm,2.50443E-05,2.29592E-05,2.06014E-05,1.72608E-05,1.54727E-05,1.26880E-05,1.01866E-05,7.87149E-06,5.28812E-06,2.82774E-06,2.54058E-07,1.38467E-07,3.82799E-07,0.00000E+00,2.77638E-07,1.04466E-07,8.62885E-08,1.23441E-07,7.40800E-08,9.25301E-08,9.16259E-08,3.51853E-08
565 nm,2.47567E-05,2.23764E-05,2.00591E-05,1.78205E-05,1.53014E-05,1.27932E-05,1.03626E-05,7.59780E-06,5.37672E-06,2.76199E-06,3.55249E-07,0.00000E+00,6.59594E-08,2.27026E-09,1.86887E-07,5.89051E-08,2.02174E-07,4.87375E-08,1.68048E-07,0.00000E+00,9.61579E-08,1.25049E-07
566 nm,2.49788E-05,2.26455E-05,1.98266E-05,1.75313E-05,1.49297E-05,1.26912E-05,1.00357E-05,7.64550E-06,5.20183E-06,2.84479E-06,3.11624E-07,0.00000E+00,3.14177E-08,3.41080E-09,1.07755E-07,6.05673E-08,8.65135E-08,7.93518E-08,9.09223E-08,0.00000E+00,1.33133E-07,1.56232E-07
567 nm,2.49583E-05,2.25048E-05,1.99898E-05,1.76024E-05,1.51235E-05,1.25358E-05,1.02556E-05,7.72101E-06,5.09941E-06,2.68639E-06,4.93045E-07,2.62782E-07,1.87846E-07,0.00000E+00,7.83685E-09,1.41432E-07,6.11753E-09,0.00000E+00,2.97559E-08,2.48794E-07,1.47992E-07,5.86220E-08
568 nm,2.47034E-05,2.23267E-05,1.96094E-05,1.71568E-05,1.49228E-05,1.27445E-05,1.01478E-05,7.42556E-06,5.31554E-06,2.77219E-06,1.66064E-07,2.31989E-08,7.24636E-08,1.92319E-07,1.10053E-07,2.75550E-07,8.20613E-08,1.77289E-07,7.72753E-08,5.03785E-08,1.67260E-07,1.14086E-07
569 nm,2.54613E-05,2.24332E-05,1.98440E-05,1.72917E-05,1.50081E-05,1.25577E-05,1.00764E-05,7.60309E-06,5.35112E-06,2.76272E-06,3.86126E-07,7.92396E-08,1.33540E-07,2.75441E-07,2.93821E-07,0.00000E+00,1.04275E-07,1.92354E-07,4.36803E-08,1.17371E-07,2.57739E-08,1.23441E-07
570 nm,2.46298E-05,2.23219E-05,1.98403E-05,1.72717E-05,1.48754E-05,1.24615E-05,9.69259E-06,7.54204E-06,5.44327E-06,2.90035E-06,2.74512E-07,1.24849E-07,3.09322E-07,4.15162E-08,0.00000E+00,2.92502E-08,0.00000E+00,1.81725E-07,0.00000E+00,5.20658E-08,1.20211E-07,1.40436E-07
571 nm,2.39357E-05,2.19936E-05,1.98907E-05,1.71375E-05,1.47497E-05,1.23710E-05,1.04210E-05,7.69858E-06,5.21401E-06,2.68658E-06,2.88320E-07,1.04785E-07,0.00000E+00,2.16317E-07,3.86542E-07,1.32238E-07,6.05818E-09,2.78372E-08,4.35162E-08,4.22887E-09,0.00000E+00,7.79691E-08
572 nm,2.44409E-05,2.15367E-05,1.95710E-05,1.72343E-05,1.48962E-05,1.26715E-05,1.01158E-05,7.79200E-06,5.14821E-06,2.78223E-06,3.24307E-07,3.62073E-07,2.45649E-07,2.59391E-08,0.00000E+00,1.63598E-07,1.66379E-08,3.19687E-09,9.72968E-08,1.52272E-07,1.83827E-07,5.79083E-08
573 nm,2.43514E-05,2.22710E-05,1.98547E-05,1.68587E-05,1.46125E-05,1.23287E-05,9.85428E-06,7.55353E-06,5.17625E-06,2.85489E-06,4.24587E-07,1.18169E-07,2.11683E-07,2.51540E-07,4.19830E-08,0.00000E+00,1.24934E-07,1.58331E-07,8.78794E-08,2.39285E-08,3.69284E-08,1.61755E-07
574 nm,2.40964E-05,2.20975E-05,1.98784E-05,1.71275E-05,1.49854E-05,1.26822E-05,1.00472E-05,7.54501E-06,5.24579E-06,2.83956E-06,3.31380E-07,3.01510E-07,1.58331E-07,4.94822E-08,2.56269E-07,2.09706E-07,1.06225E-07,2.76171E-07,2.98581E-07,2.83414E-07,6.18587E-08,1.04626E-07
575 nm,2.42771E-05,2.21322E-05,1.97013E-05,1.71895E-05,1.53551E-05,1.24679E-05,1.02455E-05,7.69050E-06,5.38444E-06,2.92305E-06,5.20128E-07,7.94051E-08,1.33157E-07,3.33526E-07,3.82970E-07,2.72667E-07,3.69677E-07,2.83079E-07,2.04468E-07,2.46877E-07,3.38188E-07,2.10400E-07
576 nm,2.44716E-05,2.20691E-05,1.95531E-05,1.73599E-05,1.47978E-05,1.24771E-05,9.81626E-06,7.86324E-06,5.45310E-06,3.04920E-06,7.14975E-07,6.94120E-07,4.52335E-07,6.37862E-07,5.56401E-07,4.24226E-07,4.20144E-07,3.72155E-07,4.82251E-07,4.11576E-07,3.37231E-07,3.44020E-07
577 nm,2.42151E-05,2.22032E-05,1.94486E-05,1.69070E-05,1.51624E-05,1.26551E-05,1.01961E-05,7.81325E-06,5.47213E-06,3.05692E-06,9.30913E-07,6.65262E-07,5.67205E-07,5.56531E-07,6.20244E-07,4.29207E-07,5.83606E-07,5.42030E-07,5.25731E-07,3.91117E-07,5.31576E-07,5.61964E-07
578 nm,2.42724E-05,2.19461E-05,1.95930E-05,1.76631E-05,1.49678E-05,1.27237E-05,1.01381E-05,8.11818E-06,5.62748E-06,3.19615E-06,8.45768E-07,6.65167E-07,9.05520E-07,8.18151E-07,4.62167E-07,5.16981E-07,6.40844E-07,4.60250E-07,6.81361E-07,6.82418E-07,5.90093E-07,6.74285E-07
579 nm,2.43530E-05,2.21757E-05,1.98476E-05,1.72779E-05,1.53789E-05,1.29093E-05,1.04096E-05,8.03477E-06,5.83862E-06,3.45808E-06,1.00479E-06,8.11815E-07,6.97031E-07,6.87626E-07,8.12344E-07,7.99138E-07,7.38119E-07,8.14989E-07,5.85237E-07,7.72111E-07,7.59822E-07,6.75005E-07
580 nm,2.40022E-05,2.23102E-05,2.01210E-05,1.73802E-05,1.53599E-05,1.31152E-05,1.06045E-05,8.21475E-06,5.98191E-06,3.63049E-06,1.23211E-06,1.11687E-06,9.79508E-07,1.04993E-06,1.17295E-06,8.24314E-07,8.94059E-07,7.38427E-07,8.58639E-07,8.69307E-07,8.30779E-07,9.44322E-07
581 nm,2.43525E-05,2.17946E-05,1.99130E-05,1.74334E-05,1.50412E-05,1.26399E-05,1.07262E-05,7.98612E-06,5.79454E-06,3.55761E-06,1.16800E-06,7.73268E-07,9.95661E-07,8.27707E-07,9.98279E-07,9.67615E-07,1.02525E-06,8.70135E-07,9.70896E-07,8.28736E-07,1.01119E-06,8.99280E-07
582 nm,2.42515E-05,2.20412E-05,1.97230E-05,1.76095E-05,1.50938E-05,1.29313E-05,1.06399E-05,8.45764E-06,6.05005E-06,3.64547E-06,1.30390E-06,1.03575E-06,1.23053E-06,1.24404E-06,1.15830E-06,1.13669E-06,9.67112E-07,1.05586E-06,9.72841E-07,1.03100E-06,1.02415E-06,1.19912E-06
583 nm,2.46051E-05,2.23515E-05,2.00368E-05,1.72463E-05,1.49988E-05,1.30423E-05,1.06576E-05,8.48255E-06,5.99278E-06,3.66884E-06,1.43376E-06,1.14785E-06,9.17044E-07,1.09484E-06,1.21219E-06,1.13415E-06,9.54343E-07,1.14721E-06,1.16515E-06,1.17526E-06,1.14779E-06,1.27299E-06
584 nm,2.41410E-05,2.21965E-05,1.97887E-05,1.74163E-05,1.48380E-05,1.29632E-05,1.07744E-05,8.41833E-06,5.97368E-06,3.83408E-06,1.51175E-06,1.28714E-06,1.23521E-06,1.34242E-06,1.09996E-06,1.03781E-06,1.18939E-06,1.30749E-06,1.24937E-06,1.43971E-06,1.27760E-06,1.21746E-06
585 nm,2.43218E-05,2.21235E-05,1.97968E-05,1.72865E-05,1.52337E-05,1.31375E-05,1.05406E-05,8.27041E-06,6.11779E-06,3.78642E-06,1.77452E-06,1.44840E-06,1.42834E-06,1.57466E-06,1.29329E-06,1.23271E-06,1.37194E-06,1.29932E-06,1.31558E-06,1.35471E-06,1.33525E-06,1.13736E-06
586 nm,2.44406E-05,2.18579E-05,1.96007E-05,1.77928E-05,1.49814E-05,1.28680E-05,1.06826E-05,8.37548E-06,6.18698E-06,3.75943E-06,1.54865E-06,1.36707E-06,1.40349E-06,1.57727E-06,1.31469E-06,1.41358E-06,1.45664E-06,1.26437E-06,1.34575E-06,1.32365E-06,1.39913E-06,1.41882E-06
587 nm,2.39912E-05,2.19685E-05,1.98868E-05,1.69130E-05,1.49537E-05,1.27903E-05,1.05178E-05,8.21111E-06,6.07202E-06,3.71707E-06,1.61845E-06,1.56354E-06,1.53848E-06,1.37368E-06,1.51570E-06,1.29116E-06,1.26142E-06,1.20653E-06,1.30934E-06,1.41779E-06,1.30878E-06,1.48725E-06
588 nm,2.33366E-05,2.14759E-05,1.95297E-05,1.70612E-05,1.47755E-05,1.24748E-05,1.02731E-05,8.23387E-06,6.05345E-06,3.73892E-06,1.61385E-06,1.38769E-06,1.25877E-06,1.27974E-06,1.27827E-06,1.25613E-06,1.24530E-06,1.22514E-06,1.32511E-06,1.35085E-06,1.37242E-06,1.31665E-06
589 nm,2.34119E-05,2.12340E-05,1.89432E-05,1.68388E-05,1.46582E-05,1.26581E-05,1.00991E-05,8.09493E-06,5.73217E-06,3.54811E-06,1.35465E-06,8.86512E-07,1.17727E-06,1.21106E-06,1.01487E-06,9.98727E-07,9.75627E-07,1.10264E-06,1.13404E-06,1.07115E-06,1.12586E-06,1.16826E-06
590 nm,2.27501E-05,2.08215E-05,1.86615E-05,1.64785E-05,1.41873E-05,1.18665E-05,1.00180E-05,7.66169E-06,5.75031E-06,3.37287E-06,1.28381E-06,1.00761E-06,1.01260E-06,8.40865E-07,1.00233E-06,1.02384E-06,1.12198E-06,1.12681E-06,1.07264E-06,1.05342E-06,1.15062E-06,1.02416E-06
591 nm,2.27042E-05,2.07885E-05,1.86672E-05,1.63191E-05,1.41394E-05,1.21147E-05,9.75601E-06,7.93075E-06,5.47220E-06,3.32941E-06,1.19058E-06,1.06089E-06,8.61280E-07,8.66953E-07,1.27174E-06,1.12873E-06,1.09536E-06,1.02762E-06,9.20546E-07,1.05602E-06,1.03659E-06,8.07504E-07
592 nm,2.27178E-05,2.03362E-05,1.84924E-05,1.57153E-05,1.42494E-05,1.17549E-05,9.62407E-06,7.32810E-06,5.48964E-06,3.35136E-06,1.22426E-06,1.15869E-06,1.05656E-06,8.31326E-07,7.24118E-07,9.35408E-07,9.48442E-07,9.18245E-07,9.34791E-07,9.44728E-07,9.02632E-07,9.86938E-07
593 nm,2.23575E-05,2.03307E-05,1.80956E-05,1.57226E-05,1.38104E-05,1.14315E-05,9.73289E-06,7.43901E-06,5.22118E-06,3.04676E-06,1.10251E-06,7.71661E-07,1.05217E-06,7.21970E-07,1.00077E-06,8.43466E-07,7.91871E-07,8.63317E-07,9.33430E-07,7.04142E-07,7.20707E-07,8.19262E-07
594 nm,2.13654E-05,1.96958E-05,1.81738E-05,1.54939E-05,1.35345E-05,1.11997E-05,9.11599E-06,7.27534E-06,5.24223E-06,2.93564E-06,8.84687E-07,5.92535E-07,4.74781E-07,6.71175E-07,8.65164E-07,6.75254E-07,7.00460E-07,7.57389E-07,7.39878E-07,7.07493E-07,8.15827E-07,6.70798E-07
595 nm,2.19587E-05,1.96004E-05,1.76136E-05,1.53113E-05,1.31788E-05,1.12524E-05,9.12591E-06,7.08208E-06,5.01906E-06,2.70423E-06,9.77827E-07,5.64852E-07,8.19458E-07,3.56354E-07,6.35812E-07,6.81265E-07,6.52348E-07,3.98081E-07,6.21486E-07,4.60396E-07,5.61946E-07,6.23594E-07
596 nm,2.12319E-05,1.91708E-05,1.70503E-05,1.48270E-05,1.32466E-05,1.10720E-05,9.10904E-06,6.76373E-06,4.80677E-06,2.79606E-06,6.05735E-07,4.80353E-07,4.73391E-07,3.93031E-07,4.84210E-07,3.89691E-07,4.79943E-07,4.23192E-07,4.85455E-07,4.22250E-07,5.23905E-07,5.13431E-07
597 nm,2.11324E-05,1.90156E-05,1.71672E-05,1.46100E-05,1.28345E-05,1.08878E-05,8.82233E-06,6.98832E-06,4.71912E-06,2.73114E-06,7.01058E-07,5.43769E-07,6.16756E-07,6.00364E-07,3.46453E-07,4.90946E-07,4.11118E-07,4.36419E-07,4.53587E-07,4.11271E-07,4.06481E-07,4.71948E-07
598 nm,2.09044E-05,1.87578E-05,1.71394E-05,1.44682E-05,1.28395E-05,1.07769E-05,8.62855E-06,6.67805E-06,4.83626E-06,2.66572E-06,6.37221E-07,6.56151E-07,4.99315E-07,6.69992E-07,7.22615E-07,6.09250E-07,6.24960E-07,6.47868E-07,4.19560E-07,4.53140E-07,5.03675E-07,5.02617E-07
599 nm,2.02882E-05,1.82014E-05,1.67480E-05,1.45176E-05,1.27182E-05,1.04031E-05,8.69397E-06,6.56050E-06,4.75450E-06,2.52576E-06,6.89574E-07,7.13957E-07,5.98316E-07,4.22721E-07,5.21358E-07,4.12287E-07,2.85985E-07,6.91598E-07,5.61904E-07,5.31426E-07,4.87033E-07,5.06836E-07
600 nm,2.01378E-05,1.81628E-05,1.59872E-05,1.43210E-05,1.23268E-05,1.05066E-05,8.40762E-06,6.57976E-06,4.62333E-06,2.58795E-06,7.01183E-07,5.31580E-07,3.56415E-07,4.32107E-07,4.13649E-07,4.31748E-07,6.28404E-07,3.82314E-07,5.33970E-07,4.43094E-07,5.24341E-07,4.15417E-07
601 nm,1.97215E-05,1.78076E-05,1.59997E-05,1.38592E-05,1.22135E-05,1.03083E-05,8.16754E-06,6.28481E-06,4.42879E-06,2.47235E-06,6.05184E-07,3.13750E-07,5.26190E-07,4.37829E-07,2.96170E-07,4.83514E-07,3.91182E-07,4.45819E-07,3.52871E-07,3.40909E-07,3.81198E-07,4.96890E-07
602 nm,1.97572E-05,1.76499E-05,1.51244E-05,1.38441E-05,1.19453E-05,1.00577E-05,8.36684E-06,6.03040E-06,4.54091E-06,2.57441E-06,4.23734E-07,4.73765E-07,6.14970E-07,3.21547E-07,4.28273E-07,4.76110E-07,1.68956E-07,2.58822E-07,5.25122E-07,3.73742E-07,2.03184E-07,3.14525E-07
603 nm,1.94159E-05,1.78761E-05,1.52074E-05,1.35720E-05,1.17312E-05,1.00319E-05,8.08875E-06,6.32030E-06,4.30702E-06,2.36741E-06,6.40855E-07,3.70611E-07,4.57834E-07,3.25887E-07,1.69645E-07,3.20376E-07,4.25964E-07,4.37002E-07,3.40315E-07,3.36912E-07,3.78484E-07,2.91297E-07
604 nm,1.85445E-05,1.70749E-05,1.54483E-05,1.34864E-05,1.18434E-05,9.70092E-06,7.98215E-06,5.79314E-06,4.43773E-06,2.23548E-06,5.83787E-07,2.97308E-07,3.11249E-07,4.72986E-07,1.32261E-07,3.56321E-07,3.62107E-07,2.80237E-07,3.29676E-07,3.78247E-07,2.57711E-07,3.40991E-07
605 nm,1.85877E-05,1.69562E-05,1.51458E-05,1.36834E-05,1.17333E-05,9.53824E-06,7.93609E-06,5.97240E-06,4.06362E-06,2.22042E-06,5.72251E-07,1.69559E-07,1.60719E-07,3.49360E-07,6.10588E-08,3.02131E-07,2.91268E-07,3.74952E-07,3.47880E-07,3.34315E-07,3.35907E-07,3.55572E-07
